CandidateId,RuleSource,SymbolFamilyKind,DoorKind,WidthMm,WidthSource,LeftEdgeMm,RightEdgeMm,OpeningWidthMm,ArcRadiusMm,ArcSweepDeg,DistToWallMm,MatchedWallId,CenterMm,HingeMm,ArcMidMm,WallDirHint,LeafHingeMm,LeafLatchMm,DoorLeafBaseStartMm,DoorLeafBaseEndMm,DoorLeafBaseCenterMm,OpeningCenterMm,VirtualOpeningBaseStartMm,VirtualOpeningBaseEndMm,VirtualOpeningBaseCenterMm,VirtualOpeningWidthMm,PreferVirtualOpeningHost,PlacementSource,FinalPlacementMm,FinalWidthMmApplied,FinalHeightMmApplied,DeltaAlongWallMm,LeafLineSegmentId,ProjectedMm,SegmentIds,UnmatchedReason
1,"R3BD","MinimalDoubleArcDoorNoWallCrossing","Double",2064.867,"R3BDIndependentOpening","(49737.5 6482.7 0.0)","(49753.2 8547.5 0.0)",2064.867,1030.380,89.412,130.347,1590703,"(49745.3 7515.1 0.0)",,"(50479.2 7513.3 0.0)","(0.0076 1.0000 0.0000)",,,,,,"(49745.3 7515.1 0.0)","(49737.5 6482.7 0.0)","(49753.2 8547.5 0.0)","(49745.3 7515.1 0.0)",2064.867,true,,,0.000,0.000,3150.123,0,"(49615.0 7515.1 0.0)","1|2|4|5|6|7|3|8|18|17|9|10|16|11|12|15|13|14",
2,"R3D","DoubleArcDoorWithWallCrossing","Double",2064.867,"R3DCombinedOpening","(41115.0 6337.0 0.0)","(42298.2 8029.2 0.0)",2064.867,1030.380,89.412,104.099,1590704,"(41706.6 7183.1 0.0)",,"(42310.2 6765.6 0.0)","(0.5730 0.8195 0.0000)",,,,,,"(41706.6 7183.1 0.0)","(41115.0 6337.0 0.0)","(42298.2 8029.2 0.0)","(41706.6 7183.1 0.0)",2064.867,true,,,0.000,0.000,3151.696,0,"(41621.3 7242.7 0.0)","19|20|22|23|24|25|21|26|36|35|27|28|34|29|30|33|31|32",
